	sequences per sample	iteration	G11436	G11496	G10396	G10784	G10982	G10954	G11424	G11505	G11428	G11368	G11168	G11413	G10821	G10868	G11565	G10176	G11453	G10866	G10757	G11027	G11125	G10399	G10582	G10764	G10880	G10624	G10841	G10968	G10325	G10471	G10139	G10152	G11336	G11559	G10698	G10929	G10753	G10831	G10392	G10663	G10992	G10402	G11080	G10662	G10336	G10808	G10474	G10796	G11278	G10798	G10339	G10785	G10930	G10748	G10888	G10754	G10625	G11156	G11206	G10689	G10456	G10948	G10409	G10613	G10575	G11062	G10794	G10020	G11112	G11122	G10364	G10927	G10906	G10842	G11169	G11129	G10899	G11238	G11471	G11175	G10032	G10408	G10709	G10173	G10313	G10671	G10495	G10356	G10358	G10637	G11370	G11462	G10150	G10890	G10989	G11407	G11485	G11418	G10368	G10995	G10012	G10330	G10905	G11214	G11174	G11203	G10616	G10792	G10760	G11212	G10825	G11526	G11433	G10812	G11415	G11230	G10162	G10932	G10190	G11034	G10913	G10419	G10655	G10109	G11591	G10363	G10007	G11461	G10604	G10005	G10309	G11146	G10380	G10428	G10918	G11211	G11013	G11570	G10981	G11186	G10605	G10417	G10635	G10815	G10466	G10609	G10107	G10303	G10002	G11569	G10617	G10511	G11197	G10310	G11506	G10481	G11322	G11592	G11154	G10876	G10679	G11217	G10959	G11480	G10697	G11103	G10132	G10082	G11195	G10902	G11119	G10128	G10822	G11228	G10843	G10677	G10672	G10168	G10910	G10936	G10458	G11504	G10121	G10018	G11193	G11225	G11498	G11385	G10897	G11234	G11367	G11394	G11147	G10700	G11138	G10164	G11006	G10603	G11142	G10322	G10373	G10448	G10177	G11292	G11490	G10871	G10830	G10102	G10737	G10400	G10955	G10879	G11489	G10861	G10166	G11403	G10351	G10311	G11004	G11301	G10353	G11239	G10169	G10188	G11065	G10749	G11348	G11162	G10755	G11306	G11296	G10695	G11047	G10103	G10742	G10705	G11482	G11172	G11148	G11574	G10883	G10113	G11149	G10199	G11530	G10676	G11573	G11130	G11523	G11458	G10944	G10660	G10136	G11571	G10994	G11508	G11182	G11528	G10441	G11318	G10657	G11314	G11145	G11514	G10691	G11136	G10197	G11158	G10759	G11207	G11555	G10878	G10974	G10966	G10338	G11470	G10022	G10941	G11438	G11178	G11599	G10898	G11107	G10443	G10632	G10008	G10126	G11245	G10154	G10664	G11351	G11118	G10192	G10779	G10969	G11005	G11335	G11153	G11580	G10165	G10884	G10799	G10182	G11548	G10696	G10643	G10923	G11533	G11030	G10877	G10997	G11194	G11440	G10650	G11534	G11001	G10993	G10963	G11527	G10614	G11364	G10838	G10387	G10157	G11016	G10859	G10649	G11224	G10149	G11542	G10801	G11164	G10720	G10867	G10615	G10125	G10496	G10976	G11524	G10429	G10610	G10690	G10783	G11423	G11127	G10827	G11285	G10914	G10836	G11124	G11202	G10810	G10818	G11120	G11517	G10185	G10145	G10034	G10724	G10778	G11280	G10712	G10887	G11189	G11110	G10101	G10499	G10191	G10849	G11223	G10329	G10138	G11511	G10449	G11578	G11188	G11558	G11081	G11419	G11208	G10021	G11516	G10819	G10845	G11503	G10786	G10960	G10733	G11484	G10820	G11008	G10146	G10881	G10639	G10153	G10782	G11535	G10484	G11585	G10538	G11012	G10611	G11063	G11117	G10155	G10809	G10178	G11161	G10896	G10975	G10431	G11199	G10602	G10631	G11552	G11549	G10702	G10656	G11323	G10935	G11210	G11383	G10713	G11545	G10127	G10743	G11546	G10707	G10600	G10961	G10725	G10482	G10468	G11460	G10931	G10860	G11286	G10694	G10791	G11171	G11196	G11003	G10949	G11023	G11176	G11494	G11572	G10137	G10485	G10651	G10116	G10389	G10847	G10394	G11598	G10998	G11426	G10813	G10407	G10687	G11116	G11536	G11179	G11352	G10654	G10460	G10180	G10983	G11587	G11015	G10184	G11185	G10542	G10972	G10986	G10581	G11344	G10800	G11541	G10934	G10862	G11258	G10756	G10692	G11491	G11589	G11312	G10769	G11554	G10956	G11307	G11487	G11010	G10681	G11137	G10907	G10430	G10414	G10473	G11276	G11532	G10174	G10744	G10670	G10436	G10111	G10031	G11097	G11052	G10135	G11596	G11568	G10442	G10144	G10316	G10133	G11019	G10939	G11547	G11582	G10500	G10175	G10628	G11353	G10187	G11183	G10492	G10684	G11226	G10413	G11007	G10599	G11584	G10640	G11255	G11330	G11045	G11128	G10131	G10940	G11018	G11213	G10891	G10980	G10715	G10863	G10104	G10129	G11386	G10000	G10680	G10945	G10105	G10167	G10971	G11590	G10752	G10872	G10964	G11328	G10497	G10634	G10367	G10558	G11166	G10156	G10404	G10498	G10741	G10991	G10840	G10721	G11319	G10601	G11561	G10189	G10618	G11417	G10718	G11227	G10846	G10619	G10682	G10730	G11163	G10406	G11564	G10693	G10885	G11141	G11406	G10970	G10797	G10469	G11562	G10179	G11379	G10462	G10119	G11456	G10487	G11500	G10951	G10853	G11132	G10728	G10766	G11191	G10416	G10965	G10629	G10447	G11100	G11411	G11198	G11140	G11229	G11477	G10874	G10142	G11325	G11123	G11520	G10732	G11581	G10875	G10962	G10739	G10903	G10118	G10828	G10738	G11298	G10745	G11190	G10685	G10477	G11079	G10412	G11556	G10621	G11529	G10612	G10856	G11170	G10735	G10115	G11131	G10937	G10608	G10171	G11501	G10761	G10751	G10750	G11152	G10130	G10833	G10952	G11557	G11151	G11057	G10916	G10526	G10403	G10108	G10787	G10978	G10359	G10523	G11070	G10771	G11361	G10148	G10470	G10722	G10775	G10924	G11540	G11236	G11518	G10892	G11216	G11090	G10198	G11143	G10665	G10630	G11014	G10573	G10793	G10161	G10669	G10642	G11409	G11309	G10666	G10928	G10438	G10774	G10706	G10852	G11269	G10977	G10763	G10967	G10181	G10848	G10647	G10703	G10912	G10590	G11551	G10100	G10151	G10795	G10451	G10014	G10147	G11139	G11311	G10140	G10478	G11222	G10606	G10193	G11597	G11304	G10420	G10646	G11084	G10488	G11260	G10765	G11550	G10425	G10026	G11510	G10714	G11009	G10804	G10658	G10123	G10435	G11215	G10911	G10850	G10112	G10476	G10459	G10455	G10494	G10638	G11002	G11563	G10987	G10889	G11575	G11553	G10426	G11144	G10893	G10636	G10922	G11101	G10773	G10444	G10163	G11512	G10531	G10106	G11159	G11283	G10917	G10433	G11588	G11108	G10688	G10386	G11242	G10776	G11448	G10159	G10780	G10950	G10489	G10340	G10472	G10710	G10415	G11447	G11187	G11567	G10023	G11522	G11184	G10806	G11267	G10865	G10946	G10195	G10921	G11349	G11408	G10659	G11150	G11020	G10349	G10768	G11389	G10675	G10855	G10824	G10160	G10678	G10483	G10332	G11371	G11583	G11507	G11457	G10158	G11544	G10661	G11167	G11392	G10143	G10595	G11000	G10854	G11398	G10823	G10990	G10704	G10345	G11374	G10172	G10996	G10490	G11104	G10423	G11337	G11133	G11429	13M1	11M	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	7M1	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Ao20Stomach	Nl19Esoph	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	8M	12M2	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	3M1	6P2	8P2	Nu15Stomach	Nl19Post2	Nl19Post1	Zv6Ant2	Ao20Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	Nl8Ant2	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	3P1	11P	11S	7P1	7S	8P1	13P2	9P1	9P2	13A2	11A	13M2	6S	13A1	6M1	13P1	10A2	12S	10M2	HG1	An10Stomach	Nu1post1	3AbPost2	An10Mid	Ax16Post3	Nu1Ant12	Nu1Mid1	12P2	1M1	Nu15Ant1	Nl8Mid1	2P1	An9Ant2	Nl8Ant1	At4Ant1
alpha_rarefaction_10_0.txt	10	0	12.0	22.0	22.0	55.0	12.0	13.0	6.5	12.0	22.0	12.0	55.0	8.0	3.0	12.0	13.0	9.0	13.0	23.0	55.0	13.0	13.0	9.0	8.5	16.0	13.0	8.5	2.0	12.0	7.0	7.0	23.0	12.0	29.0	12.0	12.0	9.0	23.0	6.2	5.33333333333	13.0	23.0	23.0	9.0	13.0	23.0	23.0	23.0	23.0	29.0	12.0	12.0	12.0	8.0	23.0	8.0	23.0	11.0	12.0	55.0	13.0	13.0	23.0	13.0	8.5	13.0	29.0	13.0	12.0	4.0	5.33333333333	12.0	13.0	55.0	29.0	13.0	13.0	12.0	55.0	6.5	55.0	12.0	3.0	23.0	55.0	22.0	23.0	13.0	8.5	13.0	29.0	55.0	13.0	12.0	23.0	16.0	11.0	13.0	12.0	4.0	23.0	13.0	23.0	13.0	23.0	55.0	23.0	12.0	4.0	13.0	4.0	55.0	13.0	29.0	55.0	13.0	23.0	13.0	2.0	13.0	23.0	4.0	9.0	8.5	2.0	2.0	2.0	55.0	23.0	13.0	3.0	13.0	7.0	9.0	55.0	16.0	55.0	22.0	23.0	23.0	13.0	12.0	23.0	55.0	12.0	23.0	23.0	23.0	12.0	23.0	13.0	23.0	8.0	7.0	4.0	4.0	22.0	22.0	2.0	13.0	23.0	9.0	29.0	55.0	13.0	23.0	29.0	12.0	8.5	16.0	55.0	55.0	23.0	8.0	23.0	55.0	12.0	8.0	12.0	23.0	13.0	22.0	7.0	13.0	55.0	7.0	12.0	5.33333333333	23.0	13.0	8.0	13.0	12.0	9.0	23.0	13.0	23.0	7.0	11.0	22.0	7.0	9.0	12.0	22.0	8.0	23.0	12.0	9.0	23.0	23.0	29.0	12.0	13.0	23.0	55.0	12.0	55.0	23.0	12.0	13.0	8.5	23.0	8.5	12.0	9.0	9.0	7.0	23.0	13.0	7.0	23.0	12.0	5.0	7.0	9.0	23.0	55.0	55.0	55.0	13.0	8.0	55.0	9.0	29.0	8.5	23.0	55.0	12.0	29.0	23.0	13.0	12.0	23.0	11.0	23.0	8.0	16.0	4.5	5.33333333333	23.0	23.0	8.5	2.0	22.0	4.5	29.0	23.0	23.0	23.0	12.0	29.0	55.0	9.0	12.0	13.0	23.0	23.0	23.0	55.0	29.0	55.0	23.0	13.0	8.0	13.0	7.0	23.0	12.0	13.0	3.0	13.0	22.0	2.0	13.0	13.0	7.0	22.0	4.0	13.0	6.5	12.0	9.0	13.0	12.0	7.0	13.0	23.0	13.0	22.0	23.0	5.33333333333	55.0	13.0	23.0	13.0	11.0	12.0	55.0	23.0	13.0	12.0	55.0	8.0	13.0	23.0	12.0	12.0	7.0	12.0	12.0	23.0	8.5	23.0	23.0	29.0	23.0	9.0	12.0	13.0	8.5	6.5	8.0	23.0	16.0	12.0	23.0	23.0	55.0	55.0	16.0	23.0	8.5	12.0	23.0	13.0	23.0	23.0	16.0	23.0	55.0	23.0	13.0	29.0	13.0	8.5	5.5	23.0	12.0	12.0	7.0	23.0	5.0	13.0	9.0	12.0	13.0	13.0	9.0	12.0	22.0	12.0	16.0	23.0	8.5	12.0	23.0	8.5	9.0	12.0	55.0	13.0	22.0	23.0	23.0	4.5	16.0	12.0	29.0	22.0	13.0	6.5	23.0	12.0	23.0	23.0	13.0	29.0	55.0	55.0	23.0	13.0	23.0	23.0	13.0	12.0	2.0	5.33333333333	13.0	23.0	13.0	22.0	13.0	13.0	23.0	23.0	29.0	12.0	13.0	5.5	55.0	13.0	8.0	55.0	13.0	6.5	29.0	23.0	55.0	22.0	13.0	13.0	6.2	23.0	55.0	55.0	55.0	12.0	23.0	8.5	13.0	23.0	22.0	55.0	9.0	7.0	8.0	8.5	8.5	7.0	23.0	23.0	55.0	55.0	22.0	13.0	12.0	13.0	23.0	13.0	13.0	13.0	12.0	23.0	12.0	4.5	9.0	29.0	23.0	6.5	8.5	12.0	8.5	13.0	9.0	23.0	8.5	12.0	23.0	23.0	13.0	6.5	13.0	22.0	23.0	23.0	55.0	55.0	12.0	13.0	29.0	29.0	12.0	23.0	55.0	12.0	12.0	55.0	16.0	12.0	23.0	6.5	8.5	12.0	7.0	16.0	23.0	23.0	13.0	9.0	5.33333333333	22.0	23.0	8.5	23.0	29.0	23.0	16.0	29.0	12.0	12.0	12.0	8.0	29.0	13.0	8.0	23.0	29.0	12.0	29.0	12.0	11.0	13.0	13.0	22.0	8.5	29.0	23.0	12.0	8.5	23.0	7.0	16.0	55.0	12.0	23.0	23.0	13.0	22.0	6.5	11.0	6.2	12.0	7.0	29.0	23.0	9.0	23.0	12.0	29.0	23.0	13.0	12.0	12.0	5.5	12.0	5.33333333333	13.0	23.0	23.0	55.0	23.0	12.0	7.0	29.0	16.0	12.0	13.0	16.0	13.0	13.0	7.0	8.5	23.0	5.5	55.0	8.5	23.0	13.0	12.0	23.0	29.0	55.0	23.0	55.0	8.0	23.0	12.0	8.5	55.0	12.0	8.5	13.0	29.0	29.0	6.5	16.0	5.33333333333	13.0	23.0	23.0	7.0	9.0	55.0	22.0	23.0	12.0	5.33333333333	13.0	23.0	6.5	12.0	9.0	9.0	13.0	13.0	23.0	8.5	23.0	4.0	23.0	13.0	9.0	12.0	29.0	22.0	23.0	12.0	12.0	9.0	12.0	23.0	7.0	29.0	6.5	6.2	29.0	55.0	2.0	29.0	12.0	13.0	12.0	29.0	4.0	9.0	23.0	55.0	7.0	55.0	23.0	11.0	12.0	16.0	23.0	7.0	23.0	9.0	13.0	8.0	7.0	8.5	23.0	12.0	23.0	13.0	4.0	29.0	8.5	55.0	12.0	23.0	4.5	13.0	23.0	29.0	8.0	7.0	13.0	23.0	23.0	13.0	12.0	8.5	55.0	6.5	5.33333333333	22.0	55.0	7.0	12.0	5.0	5.33333333333	7.0	12.0	12.0	12.0	11.0	13.0	29.0	23.0	13.0	7.0	13.0	23.0	23.0	13.0	8.0	8.5	3.0	55.0	9.0	9.0	23.0	12.0	4.0	7.0	23.0	16.0	55.0	3.0	12.0	2.0	55.0	5.5	6.5	8.5	7.0	23.0	7.0	13.0	12.0	7.0	13.0	23.0	12.0	4.0	9.0	7.0	23.0	5.5	9.0	6.5	13.0	12.0	12.0	23.0	6.2	8.5	12.0	13.0	55.0	4.0	12.0	3.0	8.5	22.0	55.0	22.0	13.0	5.5	9.0	22.0	23.0	9.0	23.0	8.5	23.0	23.0	9.0	16.0	9.0	7.0	55.0	16.0	7.0	4.0	6.5	23.0	13.0	13.0	12.0	6.5	13.0	5.33333333333	12.0	29.0	12.0	13.0	13.0	9.0	8.5	9.0	6.5	6.5	1.0	12.0	4.0	8.5	2.0	12.0	2.0	6.2	55.0	8.5	11.0	22.0	5.0	22.0	6.5	13.0	6.5	6.5	5.33333333333	12.0	7.0	2.0	2.0	4.5	22.0	9.0	4.5	6.5	2.0	2.0	2.0	55.0	55.0	4.0	9.0	8.0	23.0	55.0	55.0	5.0	55.0	55.0	13.0	2.0	55.0	6.5	4.0	23.0	29.0	7.0	55.0	12.0	4.0	55.0	55.0	11.0	55.0	13.0	7.0	22.0	6.2	16.0	9.0	6.5	12.0	22.0	12.0	8.0	13.0	12.0	7.0	13.0	4.0	12.0	23.0	11.0	8.0	7.0	5.33333333333	13.0	4.0	7.0	16.0	22.0	12.0	12.0	9.0	29.0	55.0	11.0	3.0	11.0	4.5	3.0	6.5	23.0	13.0	12.0	4.5	55.0	29.0	7.0	4.5	4.5	29.0	4.0	4.0	12.0	8.0	12.0	9.0	3.0	22.0	4.0	3.0	5.33333333333	5.0	4.0	5.0	7.0	7.0	4.0	7.0	4.5	3.0	4.5	7.0	2.0	1.0	4.0	4.0	1.0	29.0	4.5	16.0	8.0	5.33333333333	16.0	8.5	7.0	3.0	6.5	3.0	3.0	2.0
alpha_rarefaction_10_1.txt	10	1	13.0	13.0	13.0	13.0	23.0	8.5	9.0	13.0	12.0	13.0	29.0	22.0	22.0	13.0	13.0	55.0	55.0	7.0	13.0	23.0	23.0	5.0	22.0	23.0	22.0	55.0	7.0	23.0	13.0	23.0	29.0	8.5	23.0	13.0	13.0	13.0	13.0	13.0	12.0	12.0	23.0	13.0	9.0	12.0	22.0	29.0	9.0	23.0	23.0	23.0	12.0	13.0	5.33333333333	8.5	8.5	23.0	2.0	23.0	8.5	9.0	23.0	55.0	13.0	8.5	23.0	13.0	13.0	7.0	9.0	9.0	29.0	6.5	23.0	9.0	22.0	13.0	29.0	13.0	22.0	12.0	4.0	3.0	29.0	55.0	13.0	55.0	13.0	12.0	22.0	29.0	8.5	13.0	23.0	55.0	13.0	4.5	29.0	11.0	5.0	23.0	13.0	8.5	6.5	55.0	23.0	55.0	12.0	7.0	13.0	4.5	23.0	55.0	23.0	55.0	29.0	23.0	13.0	2.0	8.5	13.0	2.0	12.0	9.0	7.0	2.0	3.0	23.0	7.0	23.0	6.5	29.0	13.0	23.0	23.0	13.0	23.0	23.0	13.0	13.0	13.0	55.0	29.0	55.0	7.0	23.0	55.0	29.0	12.0	23.0	13.0	23.0	8.0	8.5	3.0	29.0	22.0	12.0	3.0	12.0	23.0	9.0	23.0	55.0	23.0	7.0	12.0	12.0	9.0	23.0	23.0	13.0	55.0	13.0	55.0	23.0	29.0	9.0	29.0	13.0	13.0	23.0	29.0	55.0	13.0	8.5	12.0	55.0	23.0	22.0	8.5	13.0	13.0	23.0	22.0	12.0	12.0	7.0	5.33333333333	8.5	6.5	16.0	23.0	12.0	12.0	55.0	13.0	29.0	8.5	29.0	55.0	12.0	5.33333333333	23.0	55.0	8.5	12.0	13.0	23.0	29.0	12.0	9.0	13.0	8.5	7.0	23.0	12.0	13.0	6.2	9.0	13.0	13.0	12.0	12.0	7.0	5.0	55.0	22.0	7.0	12.0	1.0	23.0	13.0	23.0	8.5	55.0	8.5	23.0	23.0	23.0	9.0	5.5	12.0	22.0	23.0	13.0	13.0	4.0	11.0	13.0	23.0	12.0	3.0	8.5	11.0	29.0	23.0	55.0	29.0	23.0	8.5	23.0	13.0	13.0	55.0	13.0	55.0	16.0	23.0	23.0	22.0	12.0	7.0	8.5	55.0	12.0	13.0	11.0	8.5	4.0	13.0	22.0	4.0	12.0	55.0	29.0	9.0	5.0	13.0	12.0	13.0	29.0	7.0	12.0	7.0	8.5	55.0	23.0	13.0	12.0	4.0	55.0	13.0	23.0	55.0	7.0	23.0	13.0	9.0	13.0	12.0	55.0	22.0	13.0	4.0	29.0	5.33333333333	9.0	23.0	22.0	13.0	23.0	13.0	23.0	22.0	22.0	13.0	7.0	13.0	12.0	23.0	4.0	29.0	13.0	55.0	13.0	13.0	13.0	13.0	12.0	23.0	12.0	13.0	6.5	55.0	12.0	13.0	13.0	55.0	55.0	22.0	8.5	55.0	13.0	13.0	11.0	13.0	5.0	13.0	55.0	29.0	12.0	8.5	12.0	23.0	5.5	12.0	9.0	13.0	29.0	4.0	23.0	13.0	12.0	13.0	23.0	23.0	22.0	23.0	13.0	23.0	22.0	13.0	23.0	3.0	29.0	9.0	12.0	23.0	9.0	22.0	12.0	23.0	29.0	55.0	9.0	13.0	13.0	22.0	12.0	13.0	13.0	29.0	6.2	9.0	3.0	23.0	16.0	23.0	13.0	12.0	29.0	12.0	8.5	13.0	22.0	29.0	12.0	9.0	55.0	8.5	9.0	13.0	12.0	5.0	8.5	23.0	29.0	23.0	23.0	12.0	29.0	12.0	22.0	13.0	23.0	23.0	9.0	9.0	22.0	8.5	12.0	13.0	55.0	4.0	8.5	12.0	12.0	13.0	12.0	23.0	23.0	55.0	8.5	29.0	23.0	5.33333333333	22.0	22.0	13.0	12.0	23.0	55.0	13.0	22.0	7.0	13.0	7.0	12.0	29.0	7.0	55.0	23.0	12.0	6.2	12.0	12.0	29.0	23.0	23.0	13.0	23.0	55.0	23.0	23.0	55.0	13.0	23.0	13.0	23.0	8.5	23.0	23.0	55.0	6.5	9.0	13.0	4.5	13.0	29.0	6.5	13.0	13.0	8.5	12.0	23.0	29.0	13.0	22.0	23.0	13.0	7.0	12.0	55.0	12.0	8.0	23.0	13.0	7.0	13.0	23.0	13.0	12.0	8.5	12.0	23.0	7.0	4.0	29.0	8.5	8.0	55.0	55.0	16.0	55.0	29.0	29.0	23.0	13.0	23.0	23.0	4.0	55.0	55.0	55.0	7.0	23.0	9.0	8.5	29.0	7.0	13.0	29.0	13.0	12.0	5.33333333333	22.0	23.0	22.0	13.0	5.0	13.0	55.0	23.0	6.5	12.0	23.0	23.0	13.0	23.0	55.0	13.0	6.2	22.0	5.33333333333	29.0	13.0	12.0	13.0	55.0	55.0	13.0	12.0	23.0	13.0	9.0	13.0	7.0	12.0	23.0	13.0	55.0	12.0	12.0	6.5	22.0	22.0	7.0	12.0	5.0	8.5	13.0	29.0	16.0	12.0	23.0	12.0	13.0	13.0	55.0	8.5	23.0	13.0	5.33333333333	12.0	11.0	5.33333333333	13.0	23.0	12.0	23.0	6.5	22.0	23.0	23.0	23.0	5.5	8.5	13.0	23.0	22.0	13.0	29.0	22.0	8.5	55.0	29.0	9.0	9.0	23.0	23.0	16.0	55.0	8.5	22.0	12.0	12.0	11.0	16.0	22.0	16.0	55.0	12.0	5.33333333333	12.0	55.0	7.0	12.0	55.0	8.5	9.0	55.0	5.5	55.0	11.0	13.0	29.0	13.0	6.5	22.0	13.0	55.0	23.0	5.0	23.0	12.0	9.0	13.0	23.0	23.0	23.0	11.0	7.0	23.0	13.0	29.0	23.0	13.0	16.0	13.0	23.0	8.0	7.0	13.0	29.0	16.0	29.0	7.0	4.0	29.0	9.0	5.33333333333	29.0	8.5	8.5	23.0	5.0	13.0	8.5	11.0	7.0	23.0	6.5	23.0	29.0	55.0	6.5	22.0	2.0	23.0	5.0	8.0	55.0	12.0	12.0	13.0	22.0	13.0	23.0	3.0	5.33333333333	2.0	55.0	11.0	6.5	12.0	6.5	23.0	5.0	13.0	12.0	55.0	13.0	11.0	23.0	5.5	4.5	12.0	23.0	12.0	12.0	12.0	55.0	3.0	16.0	9.0	7.0	13.0	12.0	9.0	13.0	4.0	8.5	2.0	23.0	13.0	29.0	5.0	13.0	8.5	9.0	29.0	29.0	6.5	13.0	8.5	12.0	13.0	13.0	13.0	23.0	23.0	6.2	29.0	23.0	4.5	16.0	16.0	13.0	12.0	9.0	5.0	13.0	12.0	23.0	23.0	12.0	23.0	9.0	8.5	9.0	12.0	4.0	4.5	2.0	23.0	4.0	55.0	3.0	5.33333333333	4.0	8.5	13.0	12.0	9.0	16.0	7.0	7.0	9.0	13.0	9.0	7.0	13.0	22.0	7.0	4.0	7.0	4.0	9.0	9.0	4.5	9.0	6.5	3.0	2.0	23.0	13.0	12.0	11.0	23.0	23.0	55.0	55.0	7.0	55.0	23.0	55.0	22.0	55.0	11.0	13.0	23.0	13.0	4.0	22.0	12.0	11.0	9.0	23.0	12.0	13.0	23.0	3.0	16.0	29.0	5.0	6.5	23.0	55.0	16.0	22.0	6.5	5.33333333333	13.0	4.0	13.0	4.0	29.0	55.0	13.0	23.0	22.0	22.0	23.0	22.0	6.5	11.0	16.0	23.0	22.0	9.0	29.0	55.0	5.33333333333	12.0	55.0	3.0	4.0	4.5	12.0	13.0	13.0	8.0	29.0	13.0	5.5	3.0	3.0	8.5	4.5	6.5	9.0	5.33333333333	13.0	8.0	4.5	6.5	5.0	2.0	8.5	5.0	4.5	6.5	7.0	4.5	3.0	3.0	4.0	7.0	6.5	2.0	4.0	7.0	5.5	6.5	1.0	13.0	6.5	29.0	3.0	3.0	12.0	13.0	5.0	2.0	16.0	2.0	2.0	1.0
